,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1207,55,0,1,1441.0,864,22,3,118,1,1694.0,1,781,94.0,2,1,264,2,283,3537.0,23737,5,1320,939,12,3,4,80,1,8,1,3,4,2,1,2
1208,34,0,1,1157.0,864,5,2,414,1,1696.0,2,781,57.0,2,2,231,4,614,3986.0,11912,1,1320,939,14,3,3,80,1,15,3,4,15,10,4,13
1209,60,0,1,370.0,864,1,4,414,1,1697.0,3,781,92.0,1,3,116,4,283,10883.0,20467,3,1320,939,20,4,3,80,1,19,2,4,1,0,0,0
1210,33,0,1,267.0,864,21,3,414,1,1698.0,2,781,79.0,4,1,231,2,614,2028.0,13637,1,1320,939,18,3,4,80,3,14,6,3,14,11,2,13
1212,34,0,1,678.0,864,19,3,543,1,1701.0,2,539,35.0,2,1,264,4,614,2929.0,20338,1,1320,939,12,3,2,80,0,10,3,3,10,9,8,7
1213,23,1,1,427.0,399,7,3,543,1,1702.0,3,781,99.0,3,1,78,4,283,2275.0,25103,1,1320,381,21,4,2,80,1,3,2,3,3,2,0,2
1214,44,0,1,921.0,864,2,3,543,1,1703.0,3,539,96.0,4,3,116,4,614,7879.0,14810,1,1320,381,19,3,2,80,1,9,2,3,8,7,6,7
1216,43,0,1,1179.0,399,2,3,414,1,1706.0,4,781,73.0,3,2,287,4,614,7847.0,6069,1,1320,381,17,3,1,80,1,10,3,3,10,9,8,8
1217,24,0,1,581.0,864,9,3,414,1,1707.0,3,781,62.0,4,1,264,3,614,4401.0,17616,1,1320,939,16,3,4,80,1,5,1,3,5,3,0,4
1218,41,0,1,918.0,399,6,3,147,1,1708.0,4,781,35.0,3,3,287,3,423,9241.0,15869,1,1320,939,12,3,2,80,0,10,3,3,10,8,8,7
1219,29,0,1,1082.0,864,9,4,414,1,1709.0,4,539,43.0,3,1,231,3,614,2974.0,25412,9,1320,939,17,3,3,80,1,9,2,3,5,3,1,2
1220,36,0,1,530.0,399,2,4,543,1,1710.0,3,539,51.0,3,2,78,4,423,4502.0,7439,3,1320,939,15,3,3,80,0,17,2,2,13,7,6,7
1222,24,1,1,240.0,57,22,1,23,1,1714.0,4,781,58.0,1,1,48,3,614,1555.0,11585,1,1320,939,11,3,3,80,1,1,2,3,1,0,0,0
1224,26,0,1,390.0,864,17,4,414,1,1718.0,4,781,62.0,1,1,231,3,614,2305.0,6217,1,1320,939,15,3,3,80,3,3,3,4,3,2,0,2
1225,45,0,1,1005.0,864,28,2,118,1,1719.0,4,539,48.0,2,4,74,2,423,16704.0,17119,1,1320,939,11,3,3,80,0,21,2,3,21,6,8,6
1227,31,0,1,741.0,864,2,4,543,1,1721.0,2,781,69.0,3,1,231,3,614,3477.0,18103,1,1320,939,14,3,4,80,1,6,2,4,5,2,0,3
1229,40,0,1,369.0,864,8,2,543,1,1724.0,2,539,92.0,3,2,132,1,614,6516.0,5041,2,1320,381,16,3,2,80,1,18,3,3,1,0,0,0
1230,24,0,1,506.0,864,29,1,414,1,1725.0,2,781,91.0,3,1,231,1,283,3907.0,3622,1,1320,939,13,3,2,80,3,6,2,4,6,2,1,2
1231,46,0,1,717.0,864,13,4,543,1,1727.0,3,781,34.0,3,2,116,2,423,5562.0,9697,6,1320,939,14,3,4,80,0,19,3,3,10,7,0,9
1232,35,0,1,1370.0,864,27,4,543,1,1728.0,4,781,49.0,3,2,132,3,614,6883.0,5151,2,1320,939,16,3,2,80,1,17,3,3,7,7,0,7
1233,30,0,1,793.0,864,16,1,543,1,1729.0,2,781,33.0,3,1,264,4,614,2862.0,3811,1,1320,939,12,3,2,80,1,10,2,2,10,0,0,8
1235,46,0,1,1277.0,399,2,3,543,1,1732.0,3,781,74.0,3,3,287,4,283,10368.0,5596,4,1320,381,12,3,2,80,1,13,5,2,10,6,0,3
1236,36,1,1,1456.0,399,13,5,147,1,1733.0,2,781,96.0,2,2,287,1,283,6134.0,8658,5,1320,381,13,3,2,80,3,16,3,3,2,2,2,2
1237,32,1,1,964.0,399,1,2,543,1,1734.0,1,781,34.0,1,2,287,2,423,6735.0,12147,6,1320,939,15,3,2,80,0,10,2,3,0,0,0,0
1238,23,0,1,160.0,864,4,1,414,1,1735.0,3,539,51.0,3,1,231,2,423,3295.0,12862,1,1320,939,13,3,3,80,0,3,3,1,3,2,1,2
1241,32,0,1,371.0,399,19,3,543,1,1739.0,4,781,80.0,1,3,287,3,614,9610.0,3840,3,1320,939,13,3,3,80,1,10,2,1,4,3,0,2
1242,40,0,1,611.0,399,7,4,414,1,1740.0,2,781,88.0,3,5,90,2,423,18034.8125,4349,1,1320,939,14,3,2,80,0,21,3,2,21,8,12,8
1243,45,0,1,176.0,57,4,3,543,1,1744.0,3,539,56.0,1,3,48,3,614,9756.0,6595,4,1320,939,21,4,3,80,2,9,2,4,5,0,0,3
1247,31,0,1,1003.0,399,5,3,118,1,1749.0,1,781,51.0,3,2,287,3,614,8346.0,20943,1,1320,939,19,3,3,80,1,6,3,3,5,2,0,2
1248,27,0,1,1054.0,864,8,3,414,1,1751.0,3,539,67.0,3,1,264,4,423,3445.0,6152,1,1320,939,11,3,3,80,0,6,5,2,6,2,1,4
1249,29,1,1,428.0,399,9,3,147,1,1752.0,2,539,52.0,1,1,78,2,423,2760.0,14630,1,1320,939,13,3,3,80,0,2,3,3,2,2,2,2
1251,30,0,1,979.0,399,15,2,147,1,1754.0,3,781,94.0,2,3,287,1,283,7140.0,3088,2,1320,939,11,3,1,80,1,12,2,3,7,7,1,7
1252,34,0,1,181.0,864,2,4,414,1,1755.0,4,781,97.0,4,1,264,4,614,2932.0,5586,0,1320,381,14,3,1,80,3,6,3,3,5,0,1,2
1254,49,0,1,1313.0,399,11,4,147,1,1757.0,4,539,80.0,3,2,287,4,423,4507.0,8191,3,1320,939,12,3,3,80,0,8,1,4,5,1,0,4
1255,33,1,1,211.0,399,16,3,543,1,1758.0,1,539,74.0,3,3,287,1,423,8564.0,10092,2,1320,381,20,4,3,80,0,11,2,2,0,0,0,0
1257,31,1,1,1079.0,399,16,4,147,1,1761.0,1,781,70.0,3,3,287,3,614,8161.0,19002,2,1320,939,13,3,1,80,3,10,2,3,1,0,0,0
1258,29,0,1,590.0,864,4,3,118,1,1762.0,4,539,91.0,2,1,264,1,283,2109.0,10007,1,1320,939,13,3,3,80,1,1,2,3,1,0,0,0
1259,30,0,1,305.0,864,16,3,543,1,1763.0,3,781,58.0,4,2,116,3,614,5294.0,9128,3,1320,939,16,3,3,80,1,10,3,3,7,0,1,7
1261,38,0,1,833.0,864,18,3,414,1,1766.0,2,781,60.0,1,2,116,4,614,5811.0,24539,3,1320,381,16,3,3,80,1,15,2,3,1,0,1,0
1263,42,0,1,855.0,864,12,3,414,1,1768.0,2,781,57.0,3,1,231,2,283,2766.0,8952,8,1320,939,22,4,2,80,3,7,6,2,5,3,0,4
1264,55,0,1,478.0,864,2,3,414,1,1770.0,3,781,60.0,2,5,74,1,614,18034.8125,19805,8,1320,939,12,3,2,80,3,34,2,3,1,0,0,0
1266,41,0,1,548.0,864,9,4,543,1,1772.0,3,781,94.0,3,1,231,1,283,2289.0,20520,1,1320,939,20,4,2,80,2,5,2,3,5,3,0,4
1269,43,0,1,244.0,57,2,3,543,1,1778.0,2,781,97.0,3,1,48,4,423,3539.0,5033,0,1320,939,13,3,2,80,0,10,5,3,9,7,1,8
1270,34,0,1,511.0,399,3,2,543,1,1779.0,4,539,32.0,1,2,287,4,423,6029.0,25353,5,1320,939,12,3,1,80,0,6,3,3,2,2,2,2
1271,21,1,1,337.0,399,7,1,147,1,1780.0,2,781,31.0,3,1,78,2,423,2679.0,4567,1,1320,939,13,3,2,80,0,1,3,3,1,0,1,0
1272,38,0,1,1153.0,864,6,2,75,1,1782.0,4,539,40.0,2,1,231,3,614,3702.0,16376,1,1320,939,11,3,2,80,1,5,3,3,5,4,0,4
1273,22,1,1,1294.0,864,8,1,414,1,1783.0,3,539,79.0,3,1,231,1,614,2398.0,15999,1,1320,381,17,3,3,80,0,1,6,3,1,0,0,0
1274,31,0,1,196.0,399,29,4,147,1,1784.0,1,539,91.0,2,2,287,4,614,5468.0,13402,1,1320,939,14,3,1,80,2,13,3,3,12,7,5,7
1275,51,0,1,942.0,864,3,3,118,1,1786.0,1,539,53.0,3,3,90,3,614,13116.0,22984,2,1320,939,11,3,4,80,0,15,2,3,2,2,2,2
1276,37,0,1,589.0,399,9,2,147,1,1787.0,2,781,46.0,2,2,287,2,614,4189.0,8800,1,1320,939,14,3,1,80,2,5,2,3,5,2,0,3
1277,46,0,1,734.0,864,2,4,414,1,1789.0,3,781,46.0,3,5,74,4,283,18034.8125,14218,7,1320,381,17,3,3,80,1,24,3,3,2,1,2,2
1278,36,0,1,1383.0,864,10,3,543,1,1790.0,4,781,90.0,3,3,116,1,614,8321.0,25949,7,1320,381,13,3,4,80,1,15,1,3,12,8,5,7
1280,37,0,1,1239.0,57,8,2,75,1,1794.0,3,781,89.0,3,2,48,2,283,4071.0,12832,2,1320,939,13,3,3,80,0,19,4,2,10,0,4,7
1281,35,1,1,303.0,399,27,3,543,1,1797.0,3,781,84.0,3,2,287,4,423,5813.0,13492,1,1320,381,18,3,4,80,0,10,2,3,10,7,7,7
1282,33,0,1,867.0,864,8,4,543,1,1798.0,4,781,90.0,4,1,264,1,614,3143.0,6076,6,1320,939,19,3,2,80,1,14,1,3,10,8,7,6
1283,28,0,1,1181.0,864,1,3,543,1,1799.0,3,781,82.0,3,1,264,4,614,2044.0,5531,1,1320,939,11,3,3,80,1,5,6,4,5,3,0,3
1284,39,0,1,1253.0,864,10,1,414,1,1800.0,3,781,65.0,3,3,74,3,423,13464.0,7914,7,1320,939,21,4,3,80,0,9,3,3,4,3,2,2
1286,40,0,1,616.0,864,2,2,543,1,1802.0,3,539,99.0,3,1,231,1,614,3377.0,25605,4,1320,939,17,3,4,80,1,7,5,2,4,3,0,2
1287,42,0,1,1128.0,864,13,3,414,1,1803.0,2,781,95.0,4,2,116,1,614,5538.0,5696,5,1320,939,18,3,3,80,2,10,2,2,0,0,0,0
1291,37,1,1,370.0,864,10,4,414,1,1809.0,4,781,58.0,3,2,132,1,423,4213.0,4992,1,1320,939,15,3,2,80,0,10,4,1,10,3,0,8
1294,41,0,1,447.0,864,5,3,543,1,1814.0,2,781,85.0,4,2,116,2,423,6870.0,15530,3,1320,939,12,3,1,80,0,11,3,1,3,2,1,2
1295,41,0,1,796.0,399,4,1,147,1,1815.0,3,539,81.0,3,3,287,3,283,10447.0,26458,0,1320,381,13,3,4,80,1,23,3,4,22,14,13,5
1296,30,0,1,1092.0,864,10,3,414,1,1816.0,1,539,64.0,3,3,132,3,423,9667.0,2739,9,1320,939,14,3,2,80,0,9,3,3,7,7,0,2
1297,26,1,1,920.0,57,20,2,414,1,1818.0,4,539,69.0,3,1,48,2,614,2148.0,6889,0,1320,381,11,3,3,80,0,6,3,3,5,1,1,4
1298,46,1,1,261.0,864,21,2,414,1,1821.0,4,539,66.0,3,2,116,2,614,8926.0,10842,4,1320,939,22,4,4,80,1,13,2,4,9,7,3,7
1299,40,0,1,1194.0,864,1,3,543,1,1822.0,3,539,52.0,3,2,116,4,283,6513.0,9060,4,1320,939,17,3,4,80,1,12,3,3,5,3,0,3
1300,34,0,1,810.0,399,8,2,118,1,1823.0,2,781,92.0,4,2,287,3,614,6799.0,22128,1,1320,939,21,4,3,80,2,10,5,3,10,8,4,8
1302,35,0,1,185.0,864,23,4,414,1,1826.0,2,781,91.0,1,1,231,3,614,2705.0,9696,0,1320,939,16,3,2,80,1,6,2,4,5,4,0,3
1303,47,0,1,1001.0,864,4,3,543,1,1827.0,3,539,92.0,2,3,132,2,283,10333.0,19271,8,1320,381,12,3,3,80,1,28,4,3,22,11,14,10
1304,40,0,1,750.0,864,12,3,543,1,1829.0,2,539,47.0,3,2,116,1,283,4448.0,10748,2,1320,939,12,3,2,80,1,15,3,3,7,4,7,7
1305,54,0,1,431.0,864,7,4,414,1,1830.0,4,539,68.0,3,2,264,4,614,6854.0,15696,4,1320,939,15,3,2,80,1,14,2,2,7,1,1,7
1307,28,0,1,1217.0,864,1,3,414,1,1834.0,3,539,67.0,3,1,264,1,614,3591.0,12719,1,1320,939,25,4,3,80,1,3,3,3,3,2,1,2
1308,38,0,1,723.0,399,2,4,147,1,1835.0,2,539,77.0,1,2,78,4,614,5405.0,4244,2,1320,381,20,4,1,80,2,20,4,2,4,2,0,3
1309,26,0,1,572.0,399,10,3,414,1,1836.0,3,781,46.0,3,2,287,4,423,4684.0,9125,1,1320,939,13,3,1,80,0,5,4,3,5,3,1,2
1312,31,1,1,359.0,57,18,5,23,1,1842.0,4,781,89.0,4,1,48,1,614,2956.0,21495,0,1320,939,17,3,3,80,0,2,4,3,1,0,0,0
1313,29,1,1,350.0,57,13,3,23,1,1844.0,1,781,56.0,2,1,48,1,283,2335.0,3157,4,1320,381,15,3,4,80,3,4,3,3,2,2,2,0
1315,36,0,1,430.0,864,2,4,75,1,1847.0,4,539,73.0,3,2,264,2,614,6962.0,19573,4,1320,381,22,4,4,80,1,15,2,3,1,0,0,0
1321,47,0,1,207.0,864,9,4,543,1,1856.0,2,539,64.0,3,1,231,3,423,2105.0,5411,4,1320,939,12,3,3,80,0,7,2,3,2,2,2,0
1322,46,0,1,706.0,864,2,2,543,1,1857.0,4,781,82.0,3,3,132,4,283,8578.0,19989,3,1320,939,14,3,3,80,1,12,4,2,9,8,4,7
1324,29,0,1,726.0,864,29,1,543,1,1859.0,4,781,93.0,1,2,116,3,283,6384.0,21143,8,1320,939,17,3,4,80,2,11,3,3,7,0,1,6
1325,42,0,1,1142.0,864,8,3,543,1,1860.0,4,781,81.0,3,1,231,3,423,3968.0,13624,4,1320,939,13,3,4,80,0,8,3,3,0,0,0,0
1326,32,1,1,414.0,399,2,4,147,1,1862.0,3,781,82.0,2,2,287,2,423,9907.0,26186,7,1320,381,12,3,3,80,0,7,3,2,2,2,2,2
1327,46,0,1,1319.0,399,3,3,118,1,1863.0,1,539,45.0,4,4,287,1,283,13225.0,7739,2,1320,939,12,3,4,80,1,25,5,3,19,17,2,8
1328,27,0,1,728.0,399,23,1,414,1,1864.0,2,539,36.0,2,2,78,3,614,3540.0,7018,1,1320,939,21,4,4,80,1,9,5,3,9,8,5,8
1329,29,0,1,352.0,57,6,1,414,1,1865.0,4,781,87.0,2,1,48,2,614,2804.0,15434,1,1320,939,11,3,4,80,0,1,3,3,1,0,0,0
1330,43,0,1,823.0,864,6,3,414,1,1866.0,1,539,81.0,2,5,90,3,614,18034.8125,22539,7,1320,939,13,3,4,80,0,21,2,3,16,12,6,14
1331,48,0,1,1224.0,864,10,3,543,1,1867.0,4,781,91.0,2,5,74,2,614,18034.8125,13583,4,1320,939,12,3,4,80,0,29,3,3,22,10,12,9
1333,46,1,1,1254.0,399,10,3,543,1,1869.0,3,539,64.0,3,3,287,2,614,7314.0,14011,5,1320,939,21,4,3,80,3,14,2,3,8,7,0,7
1335,39,0,1,835.0,864,19,4,75,1,1871.0,4,781,41.0,3,2,264,4,283,3902.0,5141,8,1320,939,14,3,2,80,3,7,2,3,2,2,2,2
1336,55,0,1,836.0,864,2,4,118,1,1873.0,2,781,98.0,2,1,264,4,614,2662.0,7975,8,1320,939,20,4,2,80,1,19,2,4,5,2,0,4
1337,28,0,1,1172.0,399,3,3,414,1,1875.0,2,539,78.0,3,1,78,2,614,2856.0,3692,1,1320,939,19,3,4,80,1,1,3,3,1,0,0,0
1338,30,1,1,945.0,399,9,3,414,1,1876.0,2,781,89.0,3,1,78,4,423,1081.0,16019,1,1320,939,13,3,3,80,0,1,3,2,1,0,0,0
1339,22,1,1,391.0,864,7,1,543,1,1878.0,4,781,75.0,3,1,264,2,423,2472.0,26092,1,1320,381,23,4,1,80,0,1,2,3,1,0,0,0
1340,36,0,1,1266.0,399,10,4,118,1,1880.0,2,539,63.0,2,2,287,3,614,5673.0,6060,1,1320,381,13,3,1,80,1,10,4,3,10,9,1,7
1341,31,0,1,311.0,864,20,3,543,1,1881.0,2,781,89.0,3,2,231,3,283,4197.0,18624,1,1320,939,11,3,1,80,1,10,2,3,10,8,0,2
1342,34,0,1,1480.0,399,4,3,543,1,1882.0,3,781,64.0,3,3,287,4,614,9713.0,24444,2,1320,381,13,3,4,80,3,9,3,3,5,3,1,0
1343,29,0,1,592.0,864,7,3,543,1,1883.0,4,781,59.0,3,1,231,1,423,2062.0,19384,3,1320,939,14,3,2,80,0,11,2,3,3,2,1,2
1344,37,0,1,783.0,864,7,4,414,1,1885.0,4,781,78.0,3,2,264,1,614,4284.0,13588,5,1320,381,22,4,3,80,1,16,2,3,5,3,0,4
1345,35,0,1,219.0,864,16,2,75,1,1886.0,4,539,44.0,2,2,132,2,614,4788.0,25388,0,1320,381,11,3,4,80,0,4,2,3,3,2,0,2
1346,45,0,1,556.0,864,25,2,543,1,1888.0,2,539,93.0,2,2,132,4,614,5906.0,23888,0,1320,939,13,3,4,80,2,10,2,2,9,8,3,8
1348,40,0,1,1137.0,864,1,4,543,1,1892.0,1,781,98.0,3,4,90,1,283,16823.0,18991,2,1320,939,11,3,1,80,1,22,3,3,19,7,11,16
1349,26,0,1,482.0,864,1,2,543,1,1893.0,2,539,90.0,2,1,264,3,614,2933.0,14908,1,1320,381,13,3,3,80,1,1,3,2,1,0,1,0
1350,27,0,1,511.0,399,2,2,414,1,1898.0,1,539,89.0,4,2,287,3,423,6500.0,26997,0,1320,939,14,3,2,80,0,9,5,2,8,7,0,7
1352,44,0,1,170.0,864,1,4,543,1,1903.0,2,781,78.0,4,2,116,1,614,5033.0,9364,2,1320,939,15,3,4,80,1,10,5,3,2,0,2,2
1354,56,1,1,1162.0,864,24,2,543,1,1907.0,1,781,97.0,3,1,231,4,423,2587.0,10261,1,1320,939,16,3,4,80,0,5,3,3,4,2,1,0
1355,36,0,1,335.0,399,17,2,147,1,1908.0,3,781,33.0,2,2,287,2,614,5507.0,16822,2,1320,939,16,3,3,80,2,12,1,1,4,2,1,3
1356,41,0,1,337.0,399,8,3,147,1,1909.0,3,539,54.0,3,2,287,2,614,4393.0,26841,5,1320,939,21,4,3,80,1,14,3,3,5,4,1,4
1357,42,0,1,1396.0,864,6,3,414,1,1911.0,3,781,83.0,3,3,74,1,614,13348.0,14842,9,1320,939,13,3,2,80,1,18,3,4,13,7,5,7
1358,31,0,1,1079.0,399,10,2,414,1,1912.0,3,539,86.0,3,2,287,4,283,6583.0,20115,2,1320,381,11,3,4,80,1,8,2,3,5,2,1,4
1359,34,0,1,735.0,399,3,1,414,1,1915.0,4,539,75.0,2,2,287,4,614,8103.0,16495,3,1320,381,12,3,3,80,0,9,3,2,4,2,0,1
1360,31,0,1,471.0,864,4,3,414,1,1916.0,1,539,62.0,4,1,231,3,283,3978.0,16031,8,1320,939,12,3,2,80,1,4,0,2,2,2,2,2
1363,33,0,1,217.0,399,10,4,147,1,1924.0,2,781,43.0,3,2,287,3,423,5487.0,10410,1,1320,939,14,3,2,80,0,10,2,2,10,4,0,9
1367,27,0,1,1354.0,864,2,4,118,1,1931.0,2,781,41.0,3,1,264,2,614,2226.0,6073,1,1320,939,11,3,3,80,1,6,3,2,5,3,1,2
1369,28,1,1,1475.0,399,13,2,147,1,1933.0,4,539,84.0,3,2,287,3,423,9854.0,23352,3,1320,381,11,3,4,80,0,6,0,3,2,0,2,2
1371,56,0,1,1443.0,399,11,5,147,1,1935.0,4,539,89.0,2,2,287,1,614,5380.0,20328,4,1320,939,16,3,3,80,1,6,3,3,0,0,0,0
1372,39,0,1,867.0,864,9,2,414,1,1936.0,1,781,87.0,3,2,132,1,614,5151.0,12315,1,1320,939,25,4,4,80,1,10,3,3,10,0,7,9
1374,58,0,1,605.0,399,21,3,543,1,1938.0,4,539,72.0,3,4,90,4,614,17875.0,11761,4,1320,381,13,3,3,80,1,29,2,2,1,0,0,0
1376,38,0,1,1206.0,864,9,2,543,1,1940.0,2,781,71.0,3,1,264,4,283,4771.0,14293,2,1320,939,19,3,4,80,2,10,0,4,5,2,0,3
1378,42,0,1,419.0,399,12,4,147,1,1943.0,2,781,77.0,3,2,287,4,283,5087.0,2900,3,1320,381,12,3,3,80,2,14,4,3,0,0,0,0
1380,35,0,1,682.0,399,18,4,414,1,1945.0,2,781,71.0,3,2,287,1,614,5561.0,15975,0,1320,939,16,3,4,80,1,6,2,1,5,3,0,4
1384,34,0,1,937.0,399,1,3,147,1,1950.0,1,781,32.0,3,3,287,4,423,9888.0,6770,1,1320,939,21,4,1,80,0,14,3,2,14,8,2,1
1385,34,0,1,1239.0,399,13,4,414,1,1951.0,4,781,39.0,3,3,287,3,283,8628.0,22914,1,1320,939,18,3,3,80,1,9,2,2,8,7,1,1
1386,26,0,1,157.0,864,1,3,414,1,1952.0,3,781,95.0,3,1,231,1,423,2867.0,20006,0,1320,939,13,3,4,80,0,8,6,2,7,7,7,6
1387,29,0,1,136.0,864,1,3,543,1,1954.0,1,781,89.0,3,2,116,1,614,5373.0,6225,0,1320,939,12,3,1,80,1,6,5,2,5,3,0,2
1390,28,1,1,1404.0,864,17,3,118,1,1960.0,3,781,32.0,2,1,231,4,283,2367.0,18779,5,1320,939,12,3,1,80,1,6,2,2,4,1,0,3
1391,38,0,1,1404.0,399,1,3,543,1,1961.0,1,781,59.0,2,1,78,1,423,2858.0,11473,4,1320,939,14,3,1,80,0,20,3,2,1,0,0,0
1392,35,0,1,1224.0,399,7,4,543,1,1962.0,3,539,55.0,3,2,287,4,614,5204.0,13586,1,1320,381,11,3,4,80,0,10,2,3,10,8,0,9
1393,27,0,1,954.0,399,9,3,147,1,1965.0,4,781,44.0,3,2,287,4,423,4105.0,5099,1,1320,939,14,3,1,80,0,7,5,3,7,7,0,7
1394,32,0,1,1373.0,864,5,4,543,1,1966.0,4,781,56.0,2,2,132,4,423,9679.0,10138,8,1320,939,24,4,2,80,0,8,1,3,1,0,0,0
1396,53,1,1,1168.0,399,24,4,543,1,1968.0,1,781,66.0,3,3,287,1,423,10448.0,5843,6,1320,381,13,3,2,80,0,15,2,2,2,2,2,2
1397,54,0,1,155.0,864,9,2,543,1,1969.0,1,539,67.0,3,2,264,3,614,2897.0,22474,3,1320,939,11,3,3,80,2,9,6,2,4,3,2,3
1399,43,0,1,574.0,864,11,3,543,1,1971.0,1,781,30.0,3,3,116,3,614,7510.0,16873,1,1320,939,17,3,2,80,1,10,1,3,10,9,0,9
1401,55,0,1,189.0,57,26,4,23,1,1973.0,3,781,71.0,4,5,90,2,614,18034.8125,25811,4,1320,381,18,3,1,80,1,35,0,3,10,9,1,4
1402,31,0,1,1276.0,864,2,1,414,1,1974.0,4,539,59.0,1,1,231,4,283,1129.0,17536,1,1320,381,11,3,3,80,3,1,4,3,1,0,0,0
1403,39,0,1,119.0,399,15,4,147,1,1975.0,2,781,77.0,3,4,287,1,423,13341.0,25098,0,1320,939,12,3,1,80,0,21,3,3,20,8,11,10
1406,54,0,1,157.0,864,10,3,414,1,1980.0,3,539,77.0,3,2,132,1,423,4440.0,25198,6,1320,381,19,3,4,80,0,9,3,3,5,2,1,4
1407,24,0,1,771.0,864,1,2,543,1,1981.0,2,781,45.0,2,2,116,3,423,4617.0,14120,1,1320,939,12,3,2,80,0,4,2,2,4,3,1,2
1408,23,0,1,571.0,864,12,2,75,1,1982.0,4,781,78.0,3,1,231,4,423,2647.0,13672,1,1320,939,13,3,3,80,0,5,6,4,5,2,1,4
1410,40,0,1,444.0,399,2,2,147,1,1986.0,2,539,92.0,3,2,287,2,614,5677.0,4258,3,1320,939,14,3,3,80,1,15,4,3,11,8,5,10
1411,25,0,1,309.0,57,2,3,23,1,1987.0,3,539,82.0,3,1,48,2,614,2187.0,19655,4,1320,939,14,3,3,80,0,6,3,3,2,0,1,2
1412,30,0,1,911.0,864,1,2,414,1,1989.0,4,781,76.0,3,1,231,2,614,3748.0,4077,1,1320,939,13,3,3,80,0,12,6,2,12,8,1,7
1413,25,0,1,977.0,864,2,1,75,1,1992.0,4,781,57.0,3,1,231,3,283,3977.0,7298,6,1320,381,19,3,3,80,1,7,2,2,2,2,0,2
1414,47,0,1,1180.0,864,25,3,414,1,1993.0,1,781,84.0,3,3,116,3,423,8633.0,13084,2,1320,939,23,4,2,80,0,25,3,3,17,14,12,11
1416,38,0,1,1321.0,399,1,4,543,1,1995.0,4,781,86.0,3,2,287,2,614,4440.0,7636,0,1320,939,15,3,1,80,2,16,3,3,15,13,5,8
1417,31,0,1,1154.0,399,2,2,543,1,1996.0,1,781,54.0,3,1,78,3,614,3067.0,6393,0,1320,939,19,3,3,80,1,3,1,3,2,2,1,2
1419,42,0,1,557.0,864,18,4,543,1,1998.0,4,781,35.0,3,2,264,1,283,5410.0,11189,6,1320,381,17,3,3,80,1,9,3,2,4,3,1,2
1420,41,0,1,642.0,864,1,3,543,1,1999.0,4,781,76.0,3,1,264,4,614,2782.0,21412,3,1320,939,22,4,1,80,1,12,3,3,5,3,1,0
1422,35,0,1,1490.0,864,11,4,414,1,2003.0,4,781,43.0,3,1,231,3,614,2660.0,20232,7,1320,381,11,3,3,80,1,5,3,3,2,2,2,2
1423,22,0,1,581.0,864,1,2,543,1,2007.0,4,781,63.0,3,1,264,3,423,3375.0,17624,0,1320,939,12,3,4,80,0,4,2,4,3,2,1,2
1424,35,0,1,1395.0,864,9,4,414,1,2008.0,2,781,48.0,3,2,264,3,423,5098.0,18698,1,1320,939,19,3,2,80,0,10,5,3,10,7,0,8
1425,33,0,1,501.0,864,15,2,414,1,2009.0,2,539,95.0,3,2,116,4,614,4878.0,21653,0,1320,381,13,3,1,80,1,10,6,3,9,7,8,1
1426,32,0,1,267.0,864,29,4,543,1,2010.0,3,539,49.0,2,1,231,2,423,2837.0,15919,1,1320,939,13,3,3,80,0,6,3,3,6,2,4,1
1427,40,0,1,543.0,864,1,4,543,1,2012.0,1,781,83.0,3,1,231,4,614,2406.0,4060,8,1320,939,19,3,3,80,2,8,3,2,1,0,0,0
1428,32,0,1,234.0,399,1,4,414,1,2013.0,2,781,68.0,2,1,78,2,614,2269.0,18024,0,1320,939,14,3,2,80,1,3,2,3,2,2,2,2
1429,39,0,1,116.0,864,24,1,543,1,2014.0,1,781,52.0,3,2,264,4,423,4108.0,5340,7,1320,939,13,3,1,80,0,18,2,3,7,7,1,7
1430,38,0,1,201.0,864,10,3,414,1,2015.0,2,539,99.0,1,3,74,3,614,13206.0,3376,3,1320,939,12,3,1,80,1,20,3,3,18,16,1,11
1431,32,0,1,801.0,399,1,4,147,1,2016.0,3,539,48.0,3,3,287,4,614,10422.0,24032,1,1320,939,19,3,3,80,2,14,3,3,14,10,5,7
1432,37,0,1,161.0,864,10,3,543,1,2017.0,3,539,42.0,4,3,74,4,614,13744.0,15471,1,1320,381,25,4,1,80,1,16,2,3,16,11,6,8
1433,25,0,1,1382.0,399,8,2,75,1,2018.0,1,539,85.0,3,2,287,3,283,4907.0,13684,0,1320,381,22,4,2,80,1,6,3,2,5,3,0,4
1435,44,0,1,1037.0,864,1,3,414,1,2020.0,2,781,42.0,3,1,264,4,423,2436.0,13422,6,1320,381,12,3,3,80,0,6,2,3,4,3,1,2
